id,title,year,language,Nb_authors,title_clean,cluster,theme
507,Aide à l'Analyse Visuelle de Réseaux Sociaux pour la Détection de Comportements Suspects,2011,fr,4,aide analyse visuelle réseau sociaux détection comportement suspects,2,Aide à la décision et analyse multidimensionnelle
508,Algorithmes de recherche exhaustif et guidé pour la recommandation d'un expert dans un réseau professionnel,2011,fr,1,algorithmes recherche exhaustif guider recommandation expert réseau professionnel,8,Recherche d’information et traitement d’images
509,Analyse comparative de méthodologies et d'outils de construction automatique d'ontologies à partir de ressources textuelles,2011,fr,4,analyse comparatif méthodologie outil construction automatique ontologie partir ressource textuel,0,Ontologies et traitement sémantique du texte
510,Analyse du comportement limite d'indices probabilistes pour une sélection discriminante,2011,fr,2,analyse comportement limite indice probabiliste sélection discriminant,4,Apprentissage automatique et réseaux de connaissances
511,Analyse factorielle des correspondances hiérarchique pour la fouille d'images,2011,fr,4,analyse factoriel correspondance hiérarchique fouille image,8,Recherche d’information et traitement d’images
512,Analyse spatiotemporelle des vecteurs de mouvement : application au comptage des personnes,2011,fr,4,analyse spatiotemporell vecteur mouvement application comptage,4,Apprentissage automatique et réseaux de connaissances
513,Annotation d'entités nommées par extraction de règles de transduction,2011,fr,2,annotation entité nommer extraction règle transduction,6,Règles d’association et génération de connaissances
514,Apport de la catégorisation iconique pour la gestion coopérative des connaissances1,2011,fr,3,apport catégorisation iconique gestion coopératif,4,Apprentissage automatique et réseaux de connaissances
515,Apport des données thématiques dans les systèmes de recommandation : hybridation et démarrage à froid,2011,fr,4,apport donnée thématique système recommandation hybridation démarrage froid,3,Data mining et gestion de flux de données
516,Apprendre les contraintes topologiques dans les cartes auto-organisatrices,2011,fr,2,apprendre contrainte topologique carte,4,Apprentissage automatique et réseaux de connaissances
517,Apprentissage génératif de la structure de réseaux logiques de Markov à partir d'un graphe des prédicats,2011,fr,3,apprentissage génératif structure réseau logique markov partir graphe prédicat,4,Apprentissage automatique et réseaux de connaissances
518,"Cartes cognitives : une exploitation à base d'échelle, vue et profil",2011,fr,4,carte cognitif exploitation base échelle vue profil,4,Apprentissage automatique et réseaux de connaissances
519,Catégorisation des mesures d'intérêt pour l'extraction des connaissances,2011,fr,3,catégorisation mesure intérêt extraction connaissance,9,Extraction d’information et analyse documentaire web
520,Classificateurs aléatoires Topologiques à base de graphes de voisinage,2011,fr,2,classificateurs aléatoire topologiques base graphe voisinage,4,Apprentissage automatique et réseaux de connaissances
521,Classification des aéronefs par estimation de la pose,2011,fr,4,classification aéronef estimation pose,4,Apprentissage automatique et réseaux de connaissances
523,Comparaison entre deux indices pour l'évaluation probabiliste discriminante des règles d'association,2011,fr,2,comparaison entrer indice évaluation probabiliste discriminant règle association,6,Règles d’association et génération de connaissances
525,Conception et implémentation d'une nouvelle technique cellulaire de discrétisation : intégration dans TANAGRA,2011,fr,2,conception implémentation technique cellulaire discrétisation intégration tanagra,7,Visualisation et exploration interactive de données
526,Construction d'une Ontologie d'aide au renforcement de la sécurité des systèmes de transport automatisés.,2011,fr,4,construction ontologie aide renforcement sécurité système transport automatiser,2,Aide à la décision et analyse multidimensionnelle
527,Construction ontologique à partir de séquences d'expression de champignons,2011,fr,4,construction ontologique partir séquence expression champignon,5,Analyse de séries temporelles et données spatio-temporelles
529,Découverte de motifs d'évolution significatifs dans les séries temporelles d'images satellites,2011,fr,3,découverte motif évolution significatif série temporel image satellite,5,Analyse de séries temporelles et données spatio-temporelles
530,Des graphes de documents aux réseaux sociaux,2011,fr,2,graphe document réseau social,9,Extraction d’information et analyse documentaire web
531,Détection de changements de distribution dans un flux de données : une approche supervisée,2011,fr,2,détection changement distribution flux donnée approche superviser,3,Data mining et gestion de flux de données
532,Détection de redondances dans les tableaux guidée par une ontologie,2011,fr,4,détection redondance tableau guider ontologie,0,Ontologies et traitement sémantique du texte
533,Détection des profils à long terme et à court terme dans les réseaux sociaux,2011,fr,3,détection profil long terme court terme réseau social,4,Apprentissage automatique et réseaux de connaissances
536,Equilibrer l'analyse des motifs fréquents,2011,fr,3,equilibrer analyse motif fréquent,1,Analyse de motifs et séquences dans les données
537,Equivalence topologique entre mesures de proximité,2011,fr,3,equivalence topologique entrer mesure proximité,4,Apprentissage automatique et réseaux de connaissances
538,Estimation de la densité d'arcs dans les graphes de grande taille: une alternative à la détection de clusters,2011,fr,1,estimation densité arc graphe grand taille alternative détection cluster,4,Apprentissage automatique et réseaux de connaissances
539,Être ou ne pas être usager d'internet telle est la question ?,2011,fr,4,usager internet question,4,Apprentissage automatique et réseaux de connaissances
540,Evaluation des outils d'extraction terminologique Quezao et Acabit,2011,fr,3,evaluation outil extraction terminologique quezao acabit,9,Extraction d’information et analyse documentaire web
541,Extraction de motifs séquentiels contextuels,2011,fr,2,extraction motif séquentiel contextuel,1,Analyse de motifs et séquences dans les données
542,Extraction de motifs temporels à partir de séquences d'événements avec intervalles temporels,2011,fr,2,extraction motif temporel partir séquence événement intervalle temporel,5,Analyse de séries temporelles et données spatio-temporelles
543,Extraction et Analyse de réseaux sociaux issus de Bases de Données Relationnelles,2011,fr,6,extraction analyse réseau social issu base donnée relationnelles,9,Extraction d’information et analyse documentaire web
544,Extraction sous contraintes d'ensembles de cliques homogènes,2011,fr,5,extraction sou contrainte ensemble clique homogène,9,Extraction d’information et analyse documentaire web
545,Heuristique pour l'extraction de motifs ensemblistes bruités,2011,fr,3,heuristique extraction motif ensembliste bruité,1,Analyse de motifs et séquences dans les données
546,Import automatique et interactif de données dans les systèmes de visualisations,2011,fr,2,import automatique interactif donnée système visualisation,7,Visualisation et exploration interactive de données
