id,title,year,language,Nb_authors,Nb_male,Nb_female,theme,keywords,title_clean
481,Réorganisation hiérarchique de visualisations dans OLAP,2012,fr,4,4,4,Analyse de Graphes,pas encore,réorganisation hiérarchique visualisation olap
482,Représentations de services web : impact sur la découverte et la recommandation,2012,fr,4,4,4,Web Mining,pas encore,représentation service web impact découverte recommandation
483,RICSH : Recherche d'information contextuelle par segmentation thématique de documents,2012,fr,3,3,3,Recherche d'Information,pas encore,ricsh recherche information contextuel segmentation thématique document
484,Sélection Bayésienne de Modèles avec Prior Dépendant des Données,2012,fr,1,1,1,Entrepôts de Données,pas encore,sélection bayésien modèles prior dépendre donnée
486,Structuration des décisions de jurisprudence basée sur une ontologie juridique en langue arabe,2012,fr,3,3,3,Web Sémantique,pas encore,structuration décision jurisprudence baser ontologie juridique langue arabe
487,SweetDeki : le wiki sémantique couteau suisse du réseau social ISICIL,2012,fr,3,3,3,Analyse de Graphes,pas encore,sweetdeki wiki sémantique couteau suisse réseau social isicil
488,TMD-MINER : Une nouvelle approche pour la détection des diffuseurs dans un système communautaire,2012,fr,3,3,3,Analyse de Graphes,pas encore,tmd miner approche détection diffuseur système communautaire
490,Transformation de l'espace de description pour l'apprentissage par transfert,2012,fr,3,3,3,Analyse de Graphes,pas encore,transformation espace description apprentissage transfert
491,Un algorithme de classification automatique pour des données relationnelles multi-vues,2012,fr,4,4,4,Classification & Clustering,pas encore,algorithme classification automatique donnée relationnel
492,Un assistant utilisateur pour le choix et le paramétrage des méthodes de fouille visuelle de données,2012,fr,4,4,4,Entrepôts de Données,pas encore,assister utilisateur choix paramétrage méthode fouille visuel donnée
493,Un environnement efficace pour la classification d'images à grande échelle,2012,fr,2,2,2,Classification & Clustering,pas encore,environnement efficace classification image grand échelle
494,Une approche multidimensionnelle basée sur les comportements individuels pour la prédiction de la diffusion de l'information sur Twitter,2012,fr,3,3,3,Analyse de Graphes,pas encore,approche multidimensionnel basée comportement individuel prédiction diffusion information twitter
495,Une distance hiérarchique basée sur la sémantique pour la comparaison d'histogrammes nominaux,2012,fr,1,1,1,Analyse de Graphes,pas encore,distance hiérarchique baser sémantique comparaison histogramme nominal
497,Utilisation d'invariants pour une médiation inter-domaines de modèles utilisateurs : ressources invariantes et invariants sémantiques,2012,fr,3,3,3,Analyse de Graphes,pas encore,utilisation invariant médiation modèle utilisateur ressource invariant invariant sémantique
498,Validation et optimisation d'une décomposition hiérarchique de graphes,2012,fr,1,1,1,Analyse de Graphes,pas encore,validation optimisation décomposition hiérarchique graphe
499,Vers la construction d'un observatoire des pratiques agricoles : gestion et propagation de l'imprécision des données agronomiques,2012,fr,5,5,5,Entrepôts de Données,pas encore,construction observatoire pratique agricole gestion propagation imprécision donnée agronomique
500,Vers une approche efficace d'extraction de motifs spatio-séquentiels,2012,fr,5,5,5,Fouille de Motifs,pas encore,approche efficace extraction motif spatio séquentiel
501,Vers une méthode automatique de construction de hiérarchies contextuelles,2012,fr,4,4,4,Analyse de Graphes,pas encore,méthode automatique construction hiérarchie contextuel
502,Webmarks : Le marquage d'intérêt sur le Web de données,2012,fr,2,2,2,Web Mining,pas encore,webmarks marquage intérêt web donnée
503,@KRex : une méthode de construction des connaissances pour la maîtrise des activités à risques - application au domaine de la sécurité nucléaire,2011,fr,3,3,3,Ingénierie des Données,pas encore,méthode construction connaissance maîtrise activité risque application domaine sécurité nucléaire
504,A la recherche des tweets porteurs d'informations journalistiques,2011,fr,4,4,4,Analyse de Graphes,pas encore,recherche tweet porteur information journalistique
505,Acquisition de structures lexico-sémantiques à partir de textes : un nouveau cadre de travail fondé sur une structuration prétopologique,2011,fr,3,3,3,Analyse de Graphes,pas encore,acquisition structure lexico sémantique partir texte cadre travail fonder structuration prétopologiqu
506,Adaptation de l'algorithme CART pour la tarification des risques en assurance non-vie,2011,fr,3,3,3,Analyse de Graphes,pas encore,adaptation algorithme cart tarification risque assurance
507,Agrégation robuste de données massives à la volée : application aux compteurs électriques communicants,2011,fr,2,2,2,Entrepôts de Données,pas encore,agrégation robuste donnée massif volée application compteur électrique communicant
508,Aide à l'Analyse Visuelle de Réseaux Sociaux pour la Détection de Comportements Suspects,2011,fr,4,4,4,Analyse de Graphes,pas encore,aide analyse visuel réseaux social détection comportements suspect
509,Algorithmes de recherche exhaustif et guidé pour la recommandation d'un expert dans un réseau professionnel,2011,fr,1,1,1,Analyse de Graphes,pas encore,algorithmes recherche exhaustif guider recommandation expert réseau professionnel
510,Analyse comparative de méthodologies et d'outils de construction automatique d'ontologies à partir de ressources textuelles,2011,fr,4,4,4,Web Sémantique,pas encore,analyse comparatif méthodologie outil construction automatique ontologie partir ressource textuel
511,Analyse du comportement limite d'indices probabilistes pour une sélection discriminante,2011,fr,2,2,2,Analyse de Graphes,pas encore,analyse comportement limite indice probabiliste sélection discriminant
512,Analyse factorielle des correspondances hiérarchique pour la fouille d'images,2011,fr,4,4,4,Analyse de Graphes,pas encore,analyse factoriel correspondance hiérarchique fouille image
513,Analyse spatiotemporelle des vecteurs de mouvement : application au comptage des personnes,2011,fr,4,4,4,Analyse de Graphes,pas encore,analyse spatiotemporell vecteur mouvement application comptage
514,Annotation d'entités nommées par extraction de règles de transduction,2011,fr,2,2,2,Règles d'Association,pas encore,annotation entité nommer extraction règle transduction
515,Apport de la catégorisation iconique pour la gestion coopérative des connaissances1,2011,fr,3,3,3,Analyse de Graphes,pas encore,apport catégorisation iconique gestion coopératif
516,Apport des données thématiques dans les systèmes de recommandation : hybridation et démarrage à froid,2011,fr,4,4,4,Entrepôts de Données,pas encore,apport donnée thématique système recommandation hybridation démarrage froid
517,Apprendre les contraintes topologiques dans les cartes auto-organisatrices,2011,fr,2,2,2,Analyse de Graphes,pas encore,apprendre contrainte topologique carte
518,Apprentissage génératif de la structure de réseaux logiques de Markov à partir d'un graphe des prédicats,2011,fr,3,3,3,Analyse de Graphes,pas encore,apprentissage génératif structure réseau logique markov partir graphe prédicat
519,"Cartes cognitives : une exploitation à base d'échelle, vue et profil",2011,fr,4,4,4,Analyse de Graphes,pas encore,cartes cognitif exploitation base échelle vue profil
520,Catégorisation des mesures d'intérêt pour l'extraction des connaissances,2011,fr,3,3,3,Ingénierie des Données,pas encore,catégorisation mesure intérêt extraction connaissance
521,Classificateurs aléatoires Topologiques à base de graphes de voisinage,2011,fr,2,2,2,Analyse de Graphes,pas encore,classificateur aléatoire topologiques base graphe voisinage
522,Classification des aéronefs par estimation de la pose,2011,fr,4,4,4,Classification & Clustering,pas encore,classification aéronef estimation pose
524,Comparaison entre deux indices pour l'évaluation probabiliste discriminante des règles d'association,2011,fr,2,2,2,Règles d'Association,pas encore,comparaison entrer indice évaluation probabiliste discriminer règle association
526,Conception et implémentation d'une nouvelle technique cellulaire de discrétisation : intégration dans TANAGRA,2011,fr,2,2,2,Analyse de Graphes,pas encore,conception implémentation technique cellulaire discrétisation intégration tanagra
527,Construction d'une Ontologie d'aide au renforcement de la sécurité des systèmes de transport automatisés.,2011,fr,4,4,4,Web Sémantique,pas encore,construction ontologie aide renforcement sécurité système transport automatiser
528,Construction ontologique à partir de séquences d'expression de champignons,2011,fr,4,4,4,Flux & Temporalité,pas encore,construction ontologique partir séquence expression champignon
530,Découverte de motifs d'évolution significatifs dans les séries temporelles d'images satellites,2011,fr,3,3,3,Flux & Temporalité,pas encore,découverte motif évolution significatif série temporel image satellite
531,Des graphes de documents aux réseaux sociaux,2011,fr,2,2,2,Recherche d'Information,pas encore,graphe document réseau social
532,Détection de changements de distribution dans un flux de données : une approche supervisée,2011,fr,2,2,2,Entrepôts de Données,pas encore,détection changement distribution flux donnée approche superviser
533,Détection de redondances dans les tableaux guidée par une ontologie,2011,fr,4,4,4,Web Sémantique,pas encore,détection redondance tableau guider ontologie
534,Détection des profils à long terme et à court terme dans les réseaux sociaux,2011,fr,3,3,3,Analyse de Graphes,pas encore,détection profil long terme court terme réseau social
537,Equilibrer l'analyse des motifs fréquents,2011,fr,3,3,3,Fouille de Motifs,pas encore,equilibrer analyse motif fréquent
538,Equivalence topologique entre mesures de proximité,2011,fr,3,3,3,Analyse de Graphes,pas encore,equivalence topologique entrer mesure proximité
539,Estimation de la densité d'arcs dans les graphes de grande taille: une alternative à la détection de clusters,2011,fr,1,1,1,Analyse de Graphes,pas encore,estimation densité arc graphe grand taille alternative détection cluster
