id_article,title,year,language,Nb_authors,Nb_male,Nb_female,theme
534,Détection des profils à long terme et à court terme dans les réseaux sociaux,2011,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
535,Early Classification on Temporal Sequences,2011,en,1,0,0,Data mining et gestion de flux de données
536,Entropic-Genetic Clustering,2011,en,3,2,1,Règles d’association et génération de connaissances
537,Equilibrer l'analyse des motifs fréquents,2011,fr,3,3,0,Aide à la décision et analyse multidimensionnelle
538,Equivalence topologique entre mesures de proximité,2011,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
539,Estimation de la densité d'arcs dans les graphes de grande taille: une alternative à la détection de clusters,2011,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
540,Être ou ne pas être usager d'internet telle est la question ?,2011,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
541,Evaluation des outils d'extraction terminologique Quezao et Acabit,2011,fr,3,1,2,Règles d’association et génération de connaissances
542,Extraction de motifs séquentiels contextuels,2011,fr,2,1,1,Aide à la décision et analyse multidimensionnelle
543,Extraction de motifs temporels à partir de séquences d'événements avec intervalles temporels,2011,fr,2,2,0,Analyse de séries temporelles et données spatio-temporelles
544,Extraction et Analyse de réseaux sociaux issus de Bases de Données Relationnelles,2011,fr,6,3,3,Analyse de motifs et séquences dans les données
545,Extraction sous contraintes d'ensembles de cliques homogènes,2011,fr,5,5,0,Règles d’association et génération de connaissances
546,Heuristique pour l'extraction de motifs ensemblistes bruités,2011,fr,3,1,2,Aide à la décision et analyse multidimensionnelle
547,Import automatique et interactif de données dans les systèmes de visualisations,2011,fr,2,2,0,Analyse de motifs et séquences dans les données
548,Intégration de données haptiques brutes dans des systèmes experts de diagnostic des connaissances,2011,fr,2,1,1,Règles d’association et génération de connaissances
549,Interprétation graphique de la courbe ROC,2011,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
550,Interprétation spectrale de la classification relationnelle,2011,fr,2,2,0,
551,Introduction de l'ingénierie ontologique dans la méthodologie de développement des progiciels de gestion des collectivités territoriales,2011,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
552,ISICIL : Intégration Sémantique d'Informations à travers des Communautés d'Intelligence en Ligne,2011,fr,10,9,1,Apprentissage automatique et réseaux de connaissances
553,Les moteurs de wikis sémantiques : un état de l'art,2011,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
554,M3A : Une plateforme d'ingénierie de maintenance assistée par apprentissage automatique,2011,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
555,Mesure de concordance pour les bases de données évidentielles,2011,fr,3,1,2,Analyse de motifs et séquences dans les données
556,Mesures d'hétérogénéité sémantique des systèmes P2P non-structurés,2011,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
557,Mixer les moyens pour extraire les gloses,2011,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
558,"Mobility, Data Mining and Privacy: Mining Human Movement Patterns from Trajectory Data",2011,en,1,0,1,Ontologies et traitement sémantique du texte
559,Modèle pour une analyse du phénomène de linéarité de catégories sémantiques dans les énoncés en français,2011,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
560,Modélisation d'une ressource termino-ontologique de domaine pour l'annotation sémantique de tableaux,2011,fr,4,1,3,Apprentissage automatique et réseaux de connaissances
561,Modélisation de la dynamique de phénomènes spatio-temporels par des séquences de motifs,2011,fr,3,2,1,Analyse de séries temporelles et données spatio-temporelles
562,Modélisation de la propagation de l'information sur le Web : de l'extraction des données à la simulation,2011,fr,4,3,1,Extraction d’information et analyse documentaire web
563,Moteur de questions réponses à partir de données du web sémantique,2011,fr,1,1,0,Extraction d’information et analyse documentaire web
564,Moteur de questions-réponses d'une base de connaissances,2011,fr,2,2,0,Règles d’association et génération de connaissances
565,Motifs Séquentiels delta-Libres,2011,fr,3,3,0,
566,MuMIe: Une Approche Automatique pour l'Interopérabilité des Métadonnées,2011,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
567,Nomao : la recherche géolocalisée personnalisée,2011,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
568,Nouvelle approche de fouille de graphes AC-réduits fréquents,2011,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
569,Optimisation de l'extraction de l'alignement des ontologies avec la contrainte de différence,2011,fr,2,2,0,Ontologies et traitement sémantique du texte
570,Optimisation directe des poids de modèles dans un prédicteur Bayésien naïf moyenné,2011,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
571,Parameter-free association rule mining with yacaree,2011,en,0,0,0,Apprentissage automatique et réseaux de connaissances
572,Point of View Based Clustering of Socio-Semantic Networks,2011,en,3,2,1,Règles d’association et génération de connaissances
573,Pondération et classification simultanée de données binaires et continues,2011,fr,3,2,1,Recherche d’information et traitement d’images
574,PPMI : étude formelle d'une variante à valeurs positives de la PMI,2011,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
575,Prévision de trajectoires de cyclones à l'aide de forêts aléatoires avec arbres de régression,2011,fr,4,3,1,Visualisation et exploration interactive de données
576,Prise en compte du réseau de sources pour la fusion d'informations,2011,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
577,"Propositionaliser des attributs numériques sans les discrétiser, ni les agréger",2011,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
578,Reasoning about the learning process,2011,en,1,1,0,Data mining et gestion de flux de données
579,Reconnaissance d'Actions par Modélisation du Mouvement,2011,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
580,Résumés et interrogations de logs de requêtes OLAP,2011,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
581,Sélection des variables informatives pour l'apprentissage supervisé multi-tables,2011,fr,3,2,0,Recherche d’information et traitement d’images
582,Service de recherche Web3.0 de contenus audiovisuels,2011,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
583,Structuration automatique des flux télévisuels par apprentissage non supervisé des répétitions,2011,fr,4,3,1,Recherche d’information et traitement d’images
584,Système de recherche de musique adaptable à la perception de chaque utilisateur,2011,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
585,Système pour la catégorisation automatique des offres d'emploi en une typologie de fonctions,2011,fr,1,0,1,Apprentissage automatique et réseaux de connaissances
586,Towards a DistributedWeb Search Engine,2011,en,1,1,0,Data mining et gestion de flux de données
587,Treillis des concepts SKYLINES : Analyse multidimensionnelle des SKYLINES fondée sur les ensembles en accord,2011,fr,4,3,1,Apprentissage automatique et réseaux de connaissances
588,Un critère Bayésien pour évaluer la robustesse des règles de classification,2011,fr,2,1,0,Data mining et gestion de flux de données
589,Un cycle de vie complet pour l'enrichissement sémantique des folksonomies,2011,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
590,Un outil de géolocalisation et de résumé automatique pour faciliter l'accès à l'information dans des corpus d'actualité,2011,fr,4,3,1,Apprentissage automatique et réseaux de connaissances
591,Un outil de navigation dans un espace sémantique,2011,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
592,Un système cellulaire neuro-symbolique pour l'extraction et la gestion des connaissances,2011,fr,3,3,0,Règles d’association et génération de connaissances
593,Une Approche à Base de Règles Floues pour les Requêtes à Préférences Contextuelles,2011,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
594,Une mesure de distance dans l'espace des alignements entre parties potentiellement homologues de deux ontologies légères,2011,fr,3,2,1,Ontologies et traitement sémantique du texte
595,Une méthodologie de recommandations produits fondée sur l'actionnabilité et l'intérêt économique des clients,2011,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
596,Une nouvelle approche pour l'extraction non supervisée de critères,2011,fr,6,6,0,Recherche d’information et traitement d’images
597,Une nouvelle approche visuelle pour la classification hiérarchique et topologique,2011,fr,2,1,1,Recherche d’information et traitement d’images
598,Utilisation d'une ontologie du domaine pour la découverte du contenu de bases de données géographiques,2011,fr,4,3,1,Ontologies et traitement sémantique du texte
599,Utilisation de la Machine Cellulaire pour la Détection des Courriels Indésirables,2011,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
600,Utiliser des résultats d'alignement pour enrichir une ontologie,2011,fr,3,1,2,Ontologies et traitement sémantique du texte
601,Vers la fusion d'informations hétérogènes et partielles pour l'aide au codage diagnostique,2011,fr,7,6,1,Apprentissage automatique et réseaux de connaissances
602,Visualisation de l'intra et inter structure des groupes en classification non supervisée,2011,fr,2,2,0,Recherche d’information et traitement d’images
